"iso2c","year","country","mean_stress","countryid","Equity","EquityR5","EquityH5","EquityR","EquityH","ImpLoans","ImpLoansR5","ImpLoansH5","ImpLoansR","ImpLoansH","Costs","CostsR5","CostsH5","CostsR","CostsH","ROAA","ROAAR5","ROAAH5","ROAAR","ROAAH","NetLoans","NetLoansR5","NetLoansH5","NetLoansR","NetLoansH","Z","NCO","Liquid","capital_asset_ratio","credit_deposits_ratio","npl_ratio","reg_capital_assets","provisions_to_npls","exchange_rate_usd","stock_price_volatility","stock_returns","private_credit","income","exchange_rate_change","private_credit_change","log_imploans","exchange_rate_usd_log","private_credit_log"
"CU",2011,"Cuba",0.568719407087595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income",NA,NA,NA,NA,NA
"CV",2003,"Cabo Verde",0.666833751296789,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7029875583333,NA,NA,NA,NA,10.1868087681772,NA,NA,4.5819321374792,NA
"CV",2003,"Cabo Verde",0.666833751296789,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.18608,NA,NA,NA,NA,NA,NA,39.85426,"Lower middle income",NA,3.4948433395787,NA,NA,3.68522930040103
"CV",2004,"Cabo Verde",0.836715815146469,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.82612,NA,NA,NA,NA,NA,NA,42.19306,"Lower middle income",NA,5.86838144780509,NA,NA,3.74225575254146
"CV",2004,"Cabo Verde",0.836715815146469,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.80759855,NA,NA,NA,NA,-24.2046269122597,NA,NA,4.48647221559404,NA
"CV",2005,"Cabo Verde",0.617613902007393,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.42462,NA,NA,NA,NA,NA,NA,43.26986,"Lower middle income",NA,-4.47009431814895,NA,NA,3.76745631873352
"CV",2005,"Cabo Verde",0.617613902007393,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.6703124,NA,NA,NA,NA,-0.154588292264991,NA,NA,4.48492513656153,NA
"CV",2006,"Cabo Verde",0.537222815184055,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.9007196916667,NA,NA,NA,NA,-10.0327207096039,NA,NA,4.47620799227612,NA
"CV",2006,"Cabo Verde",0.537222815184055,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.75724,NA,NA,NA,NA,NA,NA,45.29457,"Lower middle income",NA,6.83863380171061,NA,NA,3.81318715775463
"CV",2007,"Cabo Verde",0.473172560382055,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.567397125,NA,NA,NA,NA,-8.34273324768002,NA,NA,4.38909406550829,NA
"CV",2007,"Cabo Verde",0.473172560382055,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.09038,NA,NA,NA,NA,NA,NA,42.39531,"Lower middle income",NA,13.2034073722796,NA,NA,3.74703774291227
"CV",2008,"Cabo Verde",0.527708913599092,2e+06,4.8687105178833,NA,4.69406080245972,NA,4.8687105178833,3.3300952911377,NA,3.3300952911377,NA,3.3300952911377,61.064884185791,NA,62.2643661499023,NA,61.064884185791,1.21586179733276,NA,1.20079600811005,NA,1.21586179733276,57.8861351013184,NA,58.0615615844727,NA,57.8861351013184,38.574291229248,0.303431421518326,27.1649551391602,NA,68.82673,NA,NA,NA,NA,NA,NA,46.57904,"Lower middle income",NA,-24.6954776261094,1.20300091954019,NA,3.84115065454008
"CV",2008,"Cabo Verde",0.527708913599092,2e+06,4.8687105178833,NA,4.69406080245972,NA,4.8687105178833,3.3300952911377,NA,3.3300952911377,NA,3.3300952911377,61.064884185791,NA,62.2643661499023,NA,61.064884185791,1.21586179733276,NA,1.20079600811005,NA,1.21586179733276,57.8861351013184,NA,58.0615615844727,NA,57.8861351013184,38.574291229248,0.303431421518326,27.1649551391602,NA,NA,NA,NA,NA,75.2785404084208,NA,NA,NA,NA,-6.56451232795018,NA,1.20300091954019,4.32119510625309,NA
"CV",2009,"Cabo Verde",0.531738152679431,2e+06,6.49668025970459,NA,6.49619102478027,NA,6.49668025970459,4.02257347106934,NA,4.02257347106934,NA,4.02257347106934,71.4594497680664,NA,72.2548599243164,NA,71.4594497680664,0.93073445558548,NA,0.885175466537476,NA,0.93073445558548,63.1811752319336,NA,63.2505836486816,NA,63.1811752319336,47.0874900817871,0.410743236541748,21.2357482910156,NA,NA,NA,NA,NA,79.3771272835597,NA,NA,NA,NA,5.44456209286496,NA,1.39192186474416,4.37421025727653,NA
"CV",2009,"Cabo Verde",0.531738152679431,2e+06,6.49668025970459,NA,6.49619102478027,NA,6.49668025970459,4.02257347106934,NA,4.02257347106934,NA,4.02257347106934,71.4594497680664,NA,72.2548599243164,NA,71.4594497680664,0.93073445558548,NA,0.885175466537476,NA,0.93073445558548,63.1811752319336,NA,63.2505836486816,NA,63.1811752319336,47.0874900817871,0.410743236541748,21.2357482910156,NA,77.36185,NA,NA,NA,NA,NA,NA,53.91419,"Lower middle income",NA,15.7477483434609,1.39192186474416,NA,3.98739370857284
"CV",2010,"Cabo Verde",0.563047848467302,2e+06,6.59062194824219,NA,6.33601140975952,NA,6.59062194824219,5.83841371536255,NA,5.83841371536255,NA,5.83841371536255,61.8755226135254,NA,61.4768257141113,NA,61.8755226135254,0.996111750602722,NA,1.03529131412506,NA,0.996111750602722,65.7336730957031,NA,66.0208129882812,NA,65.7336730957031,48.0975189208984,0.51743084192276,21.0455379486084,NA,81.20261,NA,NA,NA,NA,NA,NA,58.61055,"Lower middle income",NA,-7.07065053580933,1.76445913586188,NA,4.07091471450846
"CV",2010,"Cabo Verde",0.563047848467302,2e+06,6.59062194824219,NA,6.33601140975952,NA,6.59062194824219,5.83841371536255,NA,5.83841371536255,NA,5.83841371536255,61.8755226135254,NA,61.4768257141113,NA,61.8755226135254,0.996111750602722,NA,1.03529131412506,NA,0.996111750602722,65.7336730957031,NA,66.0208129882812,NA,65.7336730957031,48.0975189208984,0.51743084192276,21.0455379486084,NA,NA,NA,NA,NA,83.2588068559191,NA,NA,NA,NA,4.89017391432275,NA,1.76445913586188,4.42195391132448,NA
"CV",2011,"Cabo Verde",0.493807363491439,2e+06,6.64816474914551,NA,6.34887456893921,NA,6.64816474914551,4.48933410644531,NA,4.48933410644531,NA,4.48933410644531,62.4551887512207,NA,63.1117210388184,NA,62.4551887512207,0.847496807575226,NA,0.87377142906189,NA,0.847496807575226,70.5414810180664,NA,70.4217987060547,NA,70.5414810180664,47.520149230957,0.378381490707397,16.8342151641846,NA,85.98856,NA,NA,NA,NA,NA,NA,61.85424,"Lower middle income",NA,5.53431080240672,1.50170438484157,NA,4.12478064943954
"CV",2011,"Cabo Verde",0.493807363491439,2e+06,6.64816474914551,NA,6.34887456893921,NA,6.64816474914551,4.48933410644531,NA,4.48933410644531,NA,4.48933410644531,62.4551887512207,NA,63.1117210388184,NA,62.4551887512207,0.847496807575226,NA,0.87377142906189,NA,0.847496807575226,70.5414810180664,NA,70.4217987060547,NA,70.5414810180664,47.520149230957,0.378381490707397,16.8342151641846,NA,NA,NA,NA,NA,79.3233038154814,NA,NA,NA,NA,-4.72683093723427,NA,1.50170438484157,4.37353195451744,NA
"CY",2003,"Cyprus",0.309658809396764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.73763,NA,NA,NA,0.517443261666667,NA,NA,159.1064,"High income: nonOECD",NA,-25.3738777803679,NA,-0.658855399144904,5.06957316080747
"CY",2004,"Cyprus",0.280145266696027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.6105,NA,NA,NA,0.46860055225,NA,NA,156.7138,"High income: nonOECD",NA,-40.0667582987036,NA,-0.75800457439868,5.05442121185322
"CY",2005,"Cyprus",0.274624460156698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.22399,NA,NA,NA,0.464070507161667,18.11115,33.13452,157.1837,"High income: nonOECD",-0.966717829627365,0.29984596123634,NA,-0.767718783210087,5.05741518505154
"CY",2006,"Cyprus",0.283115749010043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.79469,NA,NA,NA,0.458915946916667,25.298,111.3436,163.4816,"High income: nonOECD",NA,-25.9829863951831,NA,-0.778888207876417,5.09670044577811
"CY",2007,"Cyprus",0.31472963243472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.08405,NA,NA,NA,0.426125,26.54088,69.39465,181.3678,"High income: nonOECD",NA,-26.821909230146,NA,-0.85302254852407,5.20052701365556
"CY",2008,"Cyprus",0.382226482689646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,109.6969,3.6,11,67.9,NA,33.93851,-41.16167,213.2047,"High income: nonOECD",NA,36.2750932076801,NA,NA,5.36225273707684
"CY",2009,"Cyprus",0.503746070134925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,109.8951,4.5,12.1,57.6,NA,52.03674,-48.80191,220.8703,"High income: nonOECD",NA,-3.24041440926003,NA,NA,5.3975756514095
"CY",2010,"Cyprus",0.579867780046615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,109.4184,5.8,12.4,45.3,NA,49.1629,-7.98432,228.2671,"High income: nonOECD",NA,NA,NA,NA,5.43051643452211
"CY",2011,"Cyprus",0.659099494420373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,112.9766,10,12.1,41.8,NA,44.99012,-45.97617,239.3897,"High income: nonOECD",NA,50.4588753186547,NA,NA,5.47809276797107
"CZ",2003,"Czech Republic",0.363780148503044,2900000,7.25252962112427,7.27637195587158,7.30779790878296,7.21011781692505,7.25947523117065,3.76196813583374,3.5244288444519,3.75233244895935,3.5244288444519,3.76196813583374,65.191276550293,63.3113021850586,64.0532760620117,65.0467376708984,65.2607650756836,1.28777277469635,1.38646030426025,1.38154447078705,1.28709745407104,1.29071033000946,34.9361572265625,34.5179328918457,34.1166725158691,34.9249687194824,34.9957885742188,12.4087200164795,0.569352567195892,48.423095703125,5.7,47.88542,4.9,14.5,76.7,28.209,19.9653,27.32841,26.87621,"High income: OECD",39.0039585420737,-31.416072490777,1.32494226083599,3.33964107596305,3.29124150869012
"CZ",2004,"Czech Republic",0.62514017555935,2900000,7.79904413223267,7.84529876708984,7.98590135574341,7.75814580917358,7.82880544662476,3.0091347694397,2.75646114349365,3.01370167732239,2.75646114349365,3.03481721878052,60.9026718139648,57.3954086303711,59.0786476135254,60.8057479858398,60.7105407714844,1.28310215473175,1.46736335754395,1.40179777145386,1.28817272186279,1.29077839851379,38.9050369262695,38.0771903991699,38.319450378418,39.007884979248,38.9889335632324,13.1960000991821,0.63696813583374,32.3740768432617,5.2,50.41442,4,12.5,71.2,25.69975,15.96504,48.54205,27.57161,"High income: OECD",-8.89521074834272,2.58741838972087,1.10165258542515,3.2464812642274,3.3167866201388
"CZ",2005,"Czech Republic",0.465582602155196,2900000,7.6964807510376,7.84384250640869,7.9819860458374,7.67554330825806,7.72373676300049,2.47035336494446,2.42516541481018,2.4744770526886,2.42516541481018,2.49740195274353,55.4072914123535,52.1994972229004,53.4415702819824,55.4352493286133,55.1970825195312,1.40083730220795,1.54672813415527,1.51940250396729,1.38952481746674,1.39982664585114,40.5446128845215,38.7385673522949,39.2851104736328,40.4494132995605,40.8596725463867,13.2180500030518,-0.0874540060758591,33.28662109375,5.4,55.92263,3.9,11.9,64.5,23.9574166666667,16.93557,51.52845,30.24093,"High income: OECD",-37.012725493759,-25.0673666771645,0.904361203137939,3.17627794884788,3.40919630480669
"CZ",2006,"Czech Republic",0.30497651885088,2900000,7.32267284393311,7.41022682189941,7.57511329650879,7.32886600494385,7.39480781555176,2.70038366317749,2.67647910118103,2.66593837738037,2.67647910118103,2.69214749336243,53.6658248901367,50.6225242614746,52.0248947143555,53.4289054870605,53.2783660888672,1.30200028419495,1.46854686737061,1.4087986946106,1.30713021755219,1.31182765960693,45.6052742004395,43.6093444824219,44.5284118652344,44.988410949707,45.7698745727539,12.5313100814819,0.0862525254487991,27.3205547332764,6,62.54677,3.6,11.4,53.6,22.5955833333333,18.49805,17.90728,34.4126,"High income: OECD",-12.0785870160866,24.8117175602005,0.993393860388538,3.11775445945114,3.53842277638532
"CZ",2007,"Czech Republic",0.309062264232008,2900000,6.85004377365112,6.99130010604858,7.10863399505615,6.88604640960693,6.98451900482178,2.7578489780426,2.75029563903809,2.74869012832642,2.75029563903809,2.77760934829712,51.215747833252,49.2778511047363,50.2995338439941,51.3159446716309,51.1955680847168,1.34547567367554,1.4847651720047,1.4321506023407,1.35727453231812,1.36249279975891,49.7849617004395,47.9401397705078,49.0429801940918,49.4609336853027,50.2366600036621,11.9077701568604,0.0904606059193611,23.6681652069092,5.7,70.30239,2.4,11.1,60,20.2936666666667,19.00452,20.08653,39.18733,"High income: OECD",14.6799402875428,-17.4469330257097,1.01445102009179,3.01030885050601,3.66835348026571
"CZ",2008,"Czech Republic",0.361582492051924,2900000,8.16686630249023,7.82348728179932,8.6494255065918,7.74269580841064,8.25375461578369,3.39052939414978,3.33788228034973,3.36238980293274,3.33788228034973,3.40794062614441,53.8987770080566,54.9066429138184,53.6780128479004,54.1372222900391,53.8351783752441,1.30637764930725,1.34146595001221,1.39543557167053,1.26532506942749,1.32505190372467,55.5821418762207,52.1152839660645,55.6836967468262,54.3663597106934,55.6235504150391,13.7642498016357,0.156635254621506,20.6245346069336,5.5,77.00842,2.8,11.6,57.4,17.0716666666667,25.04067,-23.02601,46.02201,"High income: OECD",-10.4460648026717,-3.67398017553928,1.22098607266613,2.83742016922039,3.82911976031574
"CZ",2009,"Czech Republic",0.554255967187121,2900000,8.86061954498291,8.55337905883789,9.49244594573975,8.43477344512939,8.93055725097656,5.58418560028076,5.50863122940063,5.68591213226318,5.50863122940063,5.71271133422852,40.0326690673828,39.3906326293945,38.9901237487793,39.9105682373047,40.008186340332,1.45193207263947,1.61452877521515,1.57744538784027,1.47031164169312,1.45924556255341,56.3630142211914,51.5660591125488,54.8645248413086,54.4135627746582,56.4891929626465,14.9837303161621,0.158283829689026,19.9997940063477,6.1,77.55806,4.6,14,49.7,19.063,45.19616,-29.65713,47.77734,"High income: OECD",-0.184571884858567,3.5360684442287,1.71993860278033,2.94774928353184,3.86655146851871
"CZ",2010,"Czech Republic",0.422277403453778,2900000,9.01484966278076,8.79058170318604,9.43588829040527,8.7377405166626,8.98667907714844,6.45070028305054,6.22393226623535,6.56806707382202,6.22393226623535,6.61066865921021,41.222282409668,41.3945350646973,40.9880142211914,41.2277565002441,41.2153968811035,1.46044015884399,1.52728319168091,1.54898977279663,1.42274224758148,1.45031929016113,57.1035499572754,50.685115814209,54.2978363037109,54.666015625,57.0606842041016,15.2201900482178,0.228360638022423,19.8394794464111,6.5,76.40156,5.4,15.3,47.9,19.09825,31.76992,21.94273,46.1456,"High income: OECD",NA,NA,1.86418869592986,2.94959670781829,3.83180161512515
"CZ",2011,"Czech Republic",0.331130654348956,2900000,9.11028957366943,8.75400543212891,9.53627395629883,8.76412677764893,9.0959005355835,6.21276235580444,5.69050073623657,5.95490598678589,5.69050073623657,6.06570720672607,43.9813957214355,45.2900810241699,44.3437881469727,44.1170272827148,43.9369964599609,1.27296781539917,1.24176442623138,1.31999242305756,1.21714866161346,1.27290451526642,58.2001686096191,52.3514175415039,55.9384956359863,55.8978881835938,58.1611671447754,15.0864601135254,0.397634595632553,17.2516536712646,6.5,78.60041,5.2,15,48.8,17.6959166666667,20.49395,-5.17808,47.46926,"High income: OECD",-9.57900249949934,-6.52671119139047,1.82660562084165,2.87333391616669,3.8600823436488
"DE",2003,"Germany",0.384312970863484,4600000,4.00839900970459,2.85951375961304,2.85951375961304,3.98828125,4.00824928283691,4.78676557540894,5.13932132720947,5.13932132720947,5.13932132720947,4.79971504211426,76.9591369628906,103.311103820801,103.311103820801,78.1222610473633,77.2461700439453,-0.0729080215096474,-0.441527873277664,-0.441527873277664,-0.0839695185422897,-0.0799465030431747,53.8010368347168,42.7505874633789,42.7505874633789,53.9223976135254,53.8012428283691,28.3927993774414,1.04731619358063,20.9136981964111,4.2,176.3701,5.2,12.4,NA,NA,38.08012,-21.73875,110.0182,"High income: OECD",NA,3.14406091618025,1.56585493812475,NA,4.70064580665178
"DE",2004,"Germany",0.366206867512461,4600000,3.95637130737305,2.76028656959534,2.76028656959534,3.91388750076294,3.95631957054138,5.95024061203003,5.89877891540527,5.89877891540527,5.97234296798706,5.97234296798706,66.5364456176758,74.9819564819336,74.9819564819336,66.7486114501953,66.8812789916992,0.0938538834452629,-0.0671559348702431,-0.0671559348702431,0.0916887894272804,0.0913718491792679,51.3862686157227,40.7141036987305,40.7141036987305,51.3833122253418,51.3862228393555,29.2205600738525,0.643608152866364,23.0711288452148,4,170.6566,4.9,12.4,NA,NA,25.23794,25.89581,106.6646,"High income: OECD",NA,-4.16021607497932,1.78343165773655,NA,4.66968933193797
"DE",2005,"Germany",0.355263918904711,4600000,4.37828922271729,3.12735462188721,3.12735462188721,4.22004461288452,4.37591123580933,4.32781219482422,4.20048332214355,4.20048332214355,4.3373236656189,4.3373236656189,66.4550018310547,76.8422698974609,76.8422698974609,66.963752746582,66.8132553100586,0.239783301949501,0.28620782494545,0.28620782494545,0.222416818141937,0.239984422922134,51.1447219848633,41.1022872924805,41.1022872924805,50.8548851013184,51.1330947875977,33.3173217773438,0.624852240085602,21.4787197113037,4.1,164.7575,4.1,12.2,49.1,NA,14.13163,18.17232,104.5747,"High income: OECD",NA,NA,1.46506214753988,NA,4.64990164856966
"DE",2006,"Germany",0.221635613162913,4600000,3.7566978931427,3.09234356880188,2.63451194763184,4.23049211502075,3.74095940589905,2.49838089942932,3.00873804092407,2.41490888595581,3.184650182724,2.50008249282837,64.0444641113281,69.3895797729492,68.1602401733398,64.0718688964844,64.177619934082,0.34679302573204,0.492162942886353,0.445203572511673,0.319340229034424,0.346562087535858,39.5959815979004,39.9082107543945,26.6288986206055,49.0906372070312,39.5713920593262,29.6048393249512,0.438498795032501,25.4174938201904,4.3,157.987,3.4,12.5,50,NA,13.64235,26.27467,101.252,"High income: OECD",NA,21.183628887883,0.915642881836359,NA,4.61761245887798
"DE",2007,"Germany",0.288300589934274,4600000,4.00753355026245,3.4732232093811,2.71029996871948,4.5423469543457,3.98105216026306,2.45274639129639,3.23051595687866,2.34799885749817,3.30072951316833,2.47274279594421,66.6227569580078,70.4136352539062,69.1464080810547,66.1689529418945,66.6262359619141,0.316341400146484,0.498925924301147,0.422793298959732,0.312801957130432,0.316369146108627,41.1632843017578,41.9138870239258,25.3777122497559,50.2871017456055,41.1372528076172,31.1948108673096,0.255789220333099,24.3254661560059,4.3,147.8664,2.7,12.9,51.3,NA,15.47512,26.46504,96.74448,"High income: OECD",NA,-4.45178366847075,0.897208372771477,NA,4.57207327601867
"DE",2008,"Germany",0.383967896129934,4600000,3.30596494674683,3.17846536636353,2.11917734146118,3.93487930297852,3.27837634086609,2.84245133399963,3.79587078094482,2.70540857315063,3.90028619766235,2.85081768035889,110.163558959961,129.862258911133,141.523132324219,92.4600601196289,110.214179992676,-0.147505968809128,-0.404648184776306,-0.325532883405685,-0.115955151617527,-0.147864177823067,39.598991394043,39.4587287902832,25.1257915496826,48.2219390869141,39.5700073242188,22.7868595123291,0.32858145236969,20.8220825195312,4.5,137.3557,2.9,13.6,48.3,NA,21.9472,-17.66452,96.06939,"High income: OECD",NA,17.1997988059379,1.04466682565153,NA,4.56507074286469
"DE",2009,"Germany",0.686943713664242,4600000,4.04929399490356,3.90487909317017,3.18281602859497,4.39611721038818,4.02931261062622,4.74248313903809,6.04341602325439,4.61450433731079,6.09171295166016,4.73605918884277,67.4611434936523,76.0509567260742,70.4685668945312,68.5418167114258,67.4711380004883,0.0560067780315876,-0.297419548034668,-0.0233744531869888,-0.0486863926053047,0.0557226166129112,44.5588493347168,41.2095336914062,31.4067840576172,50.2906951904297,44.540454864502,29.6179008483887,0.404575437307358,21.11057472229,4.8,132.5096,3.3,14.8,40.9,NA,36.12429,-20.54602,99.14645,"High income: OECD",NA,3.20295569691866,1.5565608675309,NA,4.59659804998795
"DE",2010,"Germany",0.785888920309349,4600000,4.17818355560303,4.33599376678467,3.3781156539917,4.80890226364136,4.1495532989502,3.78802442550659,6.54031038284302,3.55107045173645,6.55021858215332,3.76197576522827,69.5757675170898,68.7502899169922,70.3808288574219,63.715991973877,69.3013076782227,0.182122260332108,0.246344536542892,0.193384870886803,0.192220389842987,0.181884840130806,44.12060546875,41.3154144287109,31.4303874969482,51.3252487182617,44.1023979187012,31.457649230957,0.507929027080536,21.3787841796875,4.3,124.8338,3.2,16.1,NA,NA,26.72898,24.60832,90.71393,"High income: OECD",NA,-22.0215160059141,1.33184462343044,NA,4.50771092856985
"DE",2011,"Germany",0.77147146520927,4600000,4.39116477966309,4.3722505569458,3.32868552207947,5.25214290618896,4.3858904838562,3.82856202125549,6.19747114181519,3.60946464538574,6.17072105407715,3.78051519393921,69.8383483886719,68.8173675537109,74.8867721557617,66.6035766601562,69.8231964111328,0.141637116670609,0.154500916600227,0.195081517100334,0.0885730907320976,0.141090735793114,43.7679595947266,41.7922058105469,29.9446105957031,52.5907287597656,43.7376289367676,32.7021293640137,0.388619542121887,21.0652179718018,4.4,115.6766,3,16.4,NA,NA,20.4421,7.21733,84.54243,"High income: OECD",NA,-12.6126575903866,1.34248928132372,NA,4.43725353851547
"DJ",2003,"Djibouti",0.759455577684385,3200000,6.75,NA,NA,6.75,6.75,NA,NA,NA,NA,NA,79.129997253418,NA,NA,79.129997253418,79.129997253418,0.540000021457672,NA,NA,0.540000021457672,0.540000021457672,26.5300006866455,NA,NA,26.5300006866455,26.5300006866455,12.6173801422119,NA,69.5623626708984,NA,41.78664,NA,NA,NA,177.721,NA,NA,22.83916,"Lower middle income",NA,NA,NA,5.1802149048806,3.12847660652831
"DJ",2004,"Djibouti",0.816269404399953,3200000,5.92999982833862,NA,NA,5.92999982833862,5.92999982833862,NA,NA,NA,NA,NA,80.2600021362305,NA,NA,80.2600021362305,80.2600021362305,0.680000007152557,NA,NA,0.680000007152557,0.680000007152557,23.0300006866455,NA,NA,23.0300006866455,23.0300006866455,11.4404497146606,NA,73.8988647460938,NA,35.38205,NA,NA,NA,177.721,NA,NA,21.18869,"Lower middle income",0,-26.905330859207,NA,5.1802149048806,3.0534675487552
"DJ",2005,"Djibouti",0.748098797565299,3200000,5.53848743438721,NA,NA,5.53848743438721,6.59000015258789,NA,NA,NA,NA,NA,62.9570846557617,NA,NA,62.9570846557617,60.9300003051758,1.30602812767029,NA,NA,1.30602812767029,1.75,19.5722122192383,NA,NA,19.5722122192383,22.0900001525879,11.8463497161865,NA,77.6619186401367,NA,31.48082,NA,NA,NA,177.721,NA,NA,20.00073,"Lower middle income",0,-30.3811008295485,NA,5.1802149048806,2.99576877288788
"DJ",2006,"Djibouti",0.770905801191598,3200000,5.28999996185303,NA,NA,5.28999996185303,NA,NA,NA,NA,NA,NA,54.3800010681152,NA,NA,54.3800010681152,NA,1.66999995708466,NA,NA,1.66999995708466,NA,18.2800006866455,NA,NA,18.2800006866455,NA,12.0462303161621,NA,79.44775390625,NA,29.71883,NA,NA,NA,177.721,NA,NA,19.35627,"Lower middle income",0,-15.2496414053757,NA,5.1802149048806,2.96301639799683
"DJ",2007,"Djibouti",0.762030283773751,3200000,5.50859880447388,NA,NA,5.50859880447388,6.46999979019165,NA,NA,NA,NA,NA,54.449462890625,NA,NA,54.449462890625,47.6199989318848,2.07722878456116,NA,NA,2.07722878456116,2.64000010490417,23.1795539855957,NA,NA,23.1795539855957,27.6700000762939,13.1294002532959,NA,74.0737609863281,NA,31.31871,NA,NA,NA,177.721,NA,NA,20.19472,"Lower middle income",0,-33.0590689396734,NA,5.1802149048806,3.00542118410123
"DJ",2008,"Djibouti",0.69346696434202,3200000,5.03302097320557,NA,NA,5.03302097320557,5.26999998092651,NA,NA,NA,NA,NA,48.1058502197266,NA,NA,48.1058502197266,47.2200012207031,1.98050343990326,NA,NA,1.98050343990326,2.01999998092651,27.1878128051758,NA,NA,27.1878128051758,26.6800003051758,12.1388597488403,NA,70.0425109863281,NA,33.91997,NA,NA,NA,177.721,NA,NA,22.76498,"Lower middle income",0,-29.5990435481247,NA,5.1802149048806,3.12522339024474
"DJ",2009,"Djibouti",0.56552161983319,3200000,5.80999994277954,NA,NA,5.80999994277954,5.80999994277954,NA,NA,NA,NA,NA,59.3400001525879,NA,NA,59.3400001525879,59.3400001525879,2.0699999332428,NA,NA,2.0699999332428,2.0699999332428,24.1499996185303,NA,NA,24.1499996185303,24.1499996185303,13.6385402679443,NA,74.3065948486328,NA,35.95729,9.3,11,76.4,177.721,NA,NA,25.79264,"Lower middle income",0,-9.31046085893437,NA,5.1802149048806,3.25008917991214
