"country","iso2c","year","mean_stress","gov_liabilities","gdp_billions","gov_liabilities_raw","gdp_2005","gov_liabilities_gdp2005","gov_liabilities_gdp2005_change","output_gap","debt","debt_gdp2005","debt_gdp2005_change","deficit","deficit_gdp2005","deficit_gdp2005_change","gov_spend","gov_spend_gdp2005","gov_spend_gdp2005_change","gov_econ_spend","gov_econ_spend_gdp2005","gov_econ_spend_gdp2005_change","financial_transactions","financial_transactions_gdp2005","financial_transactions_gdp2005_change","sfa","execrlc","yrcurnt_corrected","election_year","endog_electionHW","endog_predHW","lpr","lprsq","SameAsPM","ParlSys","polconiii","polconv","mean_stress_1","output_gap_1","gov_liabilities_1","debt_1","debt_gdp2005_1","debt_gdp2005_change_1","deficit_1","deficit_gdp2005_1","deficit_gdp2005_change_1","sfa_1","gov_liabilities_gdp2005_1","gov_liabilities_gdp2005_change_1","gov_spend_1","gov_spend_gdp2005_1","gov_spend_gdp2005_change_1","gov_econ_spend_1","gov_econ_spend_gdp2005_1","gov_econ_spend_gdp2005_change_1","financial_transactions_gdp2005_1","lpr_1","lprsq_1","election_year_1","endog_electionHW_1","endog_predHW_1"
"Ecuador","EC","2004",0.571089900871554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.086670994758606,0.086670994758606,0.551282358167173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","EC","2005",0.354446612210873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.086670994758606,0.086670994758606,0.571089900871554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","EC","2006",0.30014113139913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086670994758606,0.086670994758606,0.354446612210873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","EC","2007",0.393407096815747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.106672018766403,0.106672018766403,0.30014113139913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","EC","2008",0.522827857921164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.106672018766403,0.106672018766403,0.393407096815747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","EC","2009",0.53498001593849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.106672018766403,0.106672018766403,0.522827857921164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","EC","2010",0.541148319483015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.153341010212898,0.153341010212898,0.53498001593849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","EC","2011",0.454379647450194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.153341010212898,0.153341010212898,0.541148319483015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EE","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Estonia","EE","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Estonia","EE","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Estonia","EE","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,NA,NA,NA,0.560027956962585,0.778697192668915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Estonia","EE","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,0.106672018766403,0.688032805919647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Estonia","EE","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.560027956962585,0.778697192668915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Estonia","EE","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,NA,NA,NA,NA,0.513359010219574,0.76936411857605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"Estonia","EE","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA,0.513359010219574,0.76936411857605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Estonia","EE","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,0.513359010219574,0.76936411857605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"Estonia","EE","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,0.513359010219574,0.76936411857605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Estonia","EE","2000",NA,6.81,15.76655079,1.073702108799,22.27516017,4.82017682748272,NA,NA,NA,NA,NA,-0.0194,-0.0137314875848994,NA,36.1227,25.5679591022188,NA,3.8118,2.69802496784121,NA,NA,NA,NA,NA,1,3,0,0,0,NA,NA,NA,NA,0.513359010219574,0.76936411857605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"Estonia","EE","2001",NA,6.67,16.75694944,1.117688527648,22.27516017,5.01764530139403,4.09670601263896,-2.58,NA,NA,NA,0.1264,0.0950870114087265,-792.474218986255,34.8034,26.1815766840385,2.39994744737563,3.6609,2.75398765875164,2.07420952650434,NA,NA,NA,NA,1,2,0,0,0,NA,NA,NA,NA,0.553360998630524,0.777363896369934,NA,NA,6.81,NA,NA,NA,-0.0194,-0.0137314875848994,NA,NA,4.82017682748272,NA,36.1227,25.5679591022188,NA,3.8118,2.69802496784121,NA,NA,NA,NA,0,0,0
"Estonia","EE","2002",NA,7.62,17.85627713,1.360648317306,22.27516017,6.10836603158755,21.7377009469061,-1.94,NA,NA,NA,0.4407,0.353275185055201,271.528329496724,35.7676,28.6721250487416,9.51259885819404,3.6804,2.95029269588646,7.12802893328171,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0.553360998630524,0.777363896369934,NA,-2.58,6.67,NA,NA,NA,0.1264,0.0950870114087265,-792.474218986255,NA,5.01764530139403,4.09670601263896,34.8034,26.1815766840385,2.39994744737563,3.6609,2.75398765875164,2.07420952650434,NA,NA,NA,0,0,0
"Estonia","EE","2003",0.564935007591219,8.36,19.24288611,1.608705278796,22.27516017,7.22196952353497,18.230791772935,-0.19,NA,NA,NA,1.7923,1.54831770060188,338.275250032053,34.8163,30.0768250624702,4.89918347991516,3.5027,3.02588428828779,2.56217264499645,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,0.553360998630524,0.777363896369934,NA,-1.94,7.62,NA,NA,NA,0.4407,0.353275185055201,271.528329496724,NA,6.10836603158755,21.7377009469061,35.7676,28.6721250487416,9.51259885819404,3.6804,2.95029269588646,7.12802893328171,NA,NA,NA,0,0,0
"Estonia","EE","2004",0.657166016698018,8.62,20.463431,1.7639477522,22.27516017,7.91890041974051,9.65015005857305,0.67,NA,NA,NA,2.3758,2.18256654492105,40.963740456666,33.9836,31.2195759053705,3.79943973649745,3.941,3.62046247728507,19.6497331804359,NA,NA,NA,NA,0,3,0,0,0,NA,NA,NA,NA,0.526692986488342,0.772030711174011,0.564935007591219,-0.19,8.36,NA,NA,NA,1.7923,1.54831770060188,338.275250032053,NA,7.22196952353497,18.230791772935,34.8163,30.0768250624702,4.89918347991516,3.5027,3.02588428828779,2.56217264499645,NA,NA,NA,1,0,1
"Estonia","EE","2005",0.570693844972306,8.22,22.27516017,1.831018165974,22.27516017,8.22,3.80229027137282,4.52,NA,NA,NA,1.1376,1.1376,-47.8778778751441,33.6003,33.6003,7.62574130361581,3.9511,3.9511,9.13246649535408,NA,NA,NA,NA,0,2,0,0,0,NA,NA,NA,NA,0.526692986488342,0.772030711174011,0.657166016698018,0.67,8.62,NA,NA,NA,2.3758,2.18256654492105,40.963740456666,NA,7.91890041974051,9.65015005857305,33.9836,31.2195759053705,3.79943973649745,3.941,3.62046247728507,19.6497331804359,NA,NA,NA,0,0,0
"Estonia","EE","2006",0.382752614080778,8.02,24.52435957,1.966853637514,22.27516017,8.82980693518398,7.41857585381972,10.14,NA,NA,NA,2.9331,3.22926517725538,183.866488858595,33.603,36.9960102796742,10.106190360426,4.5875,5.05071562533124,27.8306199623203,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0.526692986488342,0.772030711174011,0.570693844972306,4.52,8.22,NA,NA,NA,1.1376,1.1376,-47.8778778751441,NA,8.22,3.80229027137282,33.6003,33.6003,7.62574130361581,3.9511,3.9511,9.13246649535408,NA,NA,NA,0,0,0
"Estonia","EE","2007",0.346861604986535,7.31,26.36177459,1.927045722529,22.27516017,8.65109704182657,-2.02393885471393,13.65,NA,NA,NA,2.5121,2.97297139244494,-7.93659766982242,33.9789,40.2126896408373,8.69466555135635,4.5129,5.34083937620508,5.74421076923755,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,0.526692986488342,0.772030711174011,0.382752614080778,10.14,8.02,NA,NA,NA,2.9331,3.22926517725538,183.866488858595,NA,8.82980693518398,7.41857585381972,33.603,36.9960102796742,10.106190360426,4.5875,5.05071562533124,27.8306199623203,NA,NA,NA,0,0,0
"Estonia","EE","2008",0.477695270225309,8.5,25.26740366,2.1477293111,22.27516017,9.64181309902563,11.4519124269341,5.41,8.4023,9.53098896493448,NA,-2.6576,-3.01459794023183,-201.40016644266,39.6722,45.0014044267252,11.9084667766784,4.8321,5.48120059715315,2.62807418574345,-2.59,-2.93791716782075,NA,NA,0,3,0,0,0,NA,NA,NA,NA,0.520025968551636,0.770697414875031,0.346861604986535,13.65,7.31,NA,NA,NA,2.5121,2.97297139244494,-7.93659766982242,NA,8.65109704182657,-2.02393885471393,33.9789,40.2126896408373,8.69466555135635,4.5129,5.34083937620508,5.74421076923755,NA,NA,NA,1,0,1
"Estonia","EE","2009",0.515217830817976,12.58,21.70511945,2.73050402681,22.27516017,12.2580668599969,27.1344583648449,-10.74,12.6282,12.3050333800805,29.1055254113927,-2.1686,-2.11310364011044,-29.9042962940545,44.8005,43.6540162449357,-2.99410251514138,5.2227,5.08904656515945,-7.15452800974625,-0.82,-0.799015486899639,-72.8033351092631,26.9924217712823,0,2,0,0,0,NA,NA,NA,NA,0.520025968551636,0.770697414875031,0.477695270225309,5.41,8.5,8.4023,9.53098896493448,NA,-2.6576,-3.01459794023183,-201.40016644266,NA,9.64181309902563,11.4519124269341,39.6722,45.0014044267252,11.9084667766784,4.8321,5.48120059715315,2.62807418574345,-2.93791716782075,NA,NA,0,0,0
"Estonia","EE","2010",0.41525330831138,12.44,22.26185379,2.769374611476,22.27516017,12.4325687911586,1.42356811359153,-9.2,11.9348,11.927670579479,-3.06673528584142,0.1849,0.184789547386271,-108.744935358524,40.55,40.5257768875787,-7.16598294142044,4.4054,4.40276837239308,-13.4853981778189,-0.44,-0.439737159815897,-44.9651268309984,-2.88194573845515,0,1,0,0,0,NA,NA,NA,NA,0.520025968551636,0.770697414875031,0.515217830817976,-10.74,12.58,12.6282,12.3050333800805,29.1055254113927,-2.1686,-2.11310364011044,-29.9042962940545,26.9924217712823,12.2580668599969,27.1344583648449,44.8005,43.6540162449357,-2.99410251514138,5.2227,5.08904656515945,-7.15452800974625,-0.799015486899639,NA,NA,0,0,0
"Estonia","EE","2011",0.405772739488497,9.58,24.38962502,2.336526076916,22.27516017,10.4893794661141,-15.6298296650197,-1.91,9.5112,10.4140486407207,-12.6900045459208,1.1894,1.30230354248393,604.749571014256,37.6705,41.2463642148487,1.77809627010704,4.5035,4.93099378138254,11.997574351211,-0.05,-0.054746239384729,-87.5502358254987,-11.3877010034368,0,0,1,NA,NA,NA,NA,NA,NA,0.520025968551636,0.770697414875031,0.41525330831138,-9.2,12.44,11.9348,11.927670579479,-3.06673528584142,0.1849,0.184789547386271,-108.744935358524,-2.88194573845515,12.4325687911586,1.42356811359153,40.55,40.5257768875787,-7.16598294142044,4.4054,4.40276837239308,-13.4853981778189,-0.439737159815897,NA,NA,0,0,0
"Egypt","EG","2003",0.551234987498065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.146673992276192,0.146673992276192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","EG","2004",0.545885409328978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.146673992276192,0.146673992276192,0.551234987498065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","EG","2005",0.463346418085446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.146673992276192,0.146673992276192,0.545885409328978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","EG","2006",0.52130039598516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.320015996694565,0.320015996694565,0.463346418085446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","EG","2007",0.43569270217862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.320015996694565,0.320015996694565,0.52130039598516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","EG","2008",0.440641230559347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.320015996694565,0.320015996694565,0.43569270217862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","EG","2009",0.568289227956495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.320015996694565,0.320015996694565,0.440641230559347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","EG","2010",0.67263888225708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.320015996694565,0.320015996694565,0.568289227956495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","EG","2011",0.666881162748609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.67263888225708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","ER","2003",0.722932691275823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","ER","2004",0.634924369473729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.722932691275823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","ER","2005",0.760143886585267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.634924369473729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","ER","2006",0.795281237875903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.760143886585267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","ER","2007",0.749046356386921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.795281237875903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","ER","2008",0.695579550641157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.749046356386921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","ER","2009",0.693158164844877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.695579550641157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
